DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,NR_TURNO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,TP_ABRANGENCIA,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,CD_CARGO,DS_CARGO,QT_APTOS,QT_COMPARECIMENTO,QT_ABSTENCOES,QT_VOTOS_NOMINAIS,QT_VOTOS_BRANCOS,QT_VOTOS_NULOS,QT_VOTOS_LEGENDA,QT_VOTOS_ANULADOS_APU_SEP,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,DS_LOCAL_VOTACAO_ENDERECO
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,195,11,Prefeito,370,265,105,240,8,17,0,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,178,11,Prefeito,498,333,165,306,16,11,0,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,178,13,Vereador,498,333,165,296,12,13,12,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,183,11,Prefeito,400,290,110,259,9,22,0,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,183,13,Vereador,400,290,110,254,8,7,21,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,212,11,Prefeito,395,303,92,276,15,12,0,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,212,13,Vereador,395,303,92,256,17,9,21,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,187,13,Vereador,368,254,114,222,14,8,10,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,187,11,Prefeito,368,254,114,235,8,11,0,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,201,13,Vereador,391,279,112,244,10,11,14,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,201,11,Prefeito,391,279,112,248,13,18,0,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,206,11,Prefeito,387,258,129,236,7,15,0,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,206,13,Vereador,387,258,129,224,7,17,10,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,227,13,Vereador,397,312,85,273,12,11,16,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,227,11,Prefeito,397,312,85,276,13,23,0,0,2283,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,20,13,Vereador,261,180,81,161,5,7,7,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,20,11,Prefeito,261,180,81,167,4,9,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,29,11,Prefeito,261,175,86,152,12,11,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,29,13,Vereador,261,175,86,145,11,7,12,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,21,11,Prefeito,262,170,92,154,6,10,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,21,13,Vereador,262,170,92,147,6,7,10,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,30,13,Vereador,264,175,89,163,3,4,5,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,30,11,Prefeito,264,175,89,162,5,8,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,18,11,Prefeito,260,163,97,145,8,10,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,18,13,Vereador,260,163,97,140,8,8,7,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,27,13,Vereador,300,186,114,150,5,10,21,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,27,11,Prefeito,300,186,114,164,5,17,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,19,13,Vereador,259,174,85,156,4,4,10,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,19,11,Prefeito,259,174,85,164,6,4,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,28,13,Vereador,262,183,79,155,8,8,12,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,28,11,Prefeito,262,183,79,162,8,13,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,17,11,Prefeito,263,177,86,160,10,7,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,17,13,Vereador,263,177,86,156,8,4,9,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,26,11,Prefeito,263,175,88,159,7,9,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,26,13,Vereador,263,175,88,150,12,4,9,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,35,13,Vereador,303,211,92,185,5,6,15,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,35,11,Prefeito,303,211,92,190,7,14,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,24,13,Vereador,263,170,93,148,3,9,10,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,24,11,Prefeito,263,170,93,152,6,12,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,33,13,Vereador,300,194,106,167,4,9,14,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,33,11,Prefeito,300,194,106,175,6,13,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,25,13,Vereador,263,187,76,168,4,8,7,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,25,11,Prefeito,263,187,76,173,6,8,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,34,11,Prefeito,301,201,100,183,7,11,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,34,13,Vereador,301,201,100,174,5,7,15,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,22,13,Vereador,262,166,96,149,7,4,6,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,22,11,Prefeito,262,166,96,154,5,7,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,31,11,Prefeito,394,261,133,241,9,11,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,31,13,Vereador,394,261,133,236,9,6,10,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,23,11,Prefeito,259,162,97,144,7,11,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,23,13,Vereador,259,162,97,136,11,6,9,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,32,11,Prefeito,392,263,129,228,14,21,0,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,32,13,Vereador,392,263,129,231,8,17,7,0,1031,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,108,11,Prefeito,403,270,133,244,12,14,0,0,1090,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,108,13,Vereador,403,270,133,252,3,4,11,0,1090,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,66,13,Vereador,203,144,59,133,2,2,7,0,1090,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,66,11,Prefeito,203,144,59,132,3,9,0,0,1090,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,181,11,Prefeito,346,269,77,248,11,10,0,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,181,13,Vereador,346,269,77,247,7,5,10,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,204,13,Vereador,381,287,94,254,10,9,14,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,204,11,Prefeito,381,287,94,255,18,14,0,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,157,11,Prefeito,348,280,68,255,11,14,0,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,157,13,Vereador,348,280,68,263,4,3,10,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,133,13,Vereador,358,274,84,241,9,7,17,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,133,11,Prefeito,358,274,84,247,12,15,0,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,222,13,Vereador,364,303,61,279,6,5,13,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,222,11,Prefeito,364,303,61,280,13,10,0,0,2097,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,96,13,Vereador,452,304,148,258,24,7,15,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,96,11,Prefeito,452,304,148,260,26,18,0,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,57,11,Prefeito,349,241,108,219,9,13,0,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,57,13,Vereador,349,241,108,201,11,11,18,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,180,13,Vereador,345,236,109,193,11,19,13,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,180,11,Prefeito,345,236,109,204,10,22,0,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,192,11,Prefeito,338,230,108,183,26,21,0,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,192,13,Vereador,338,230,108,171,24,18,17,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,149,11,Prefeito,450,297,153,267,17,13,0,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,149,13,Vereador,450,297,153,255,15,14,13,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,75,13,Vereador,452,290,162,250,9,17,14,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,75,11,Prefeito,452,290,162,245,15,30,0,0,1082,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,160,13,Vereador,223,162,61,141,5,6,10,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,160,11,Prefeito,223,162,61,148,6,8,0,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,97,11,Prefeito,459,351,108,324,16,11,0,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,97,13,Vereador,459,351,108,321,11,9,10,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,118,13,Vereador,444,330,114,283,14,14,19,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,118,11,Prefeito,444,330,114,308,9,13,0,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,105,11,Prefeito,448,335,113,314,9,12,0,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,105,13,Vereador,448,335,113,309,9,8,9,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,139,11,Prefeito,433,321,112,302,7,12,0,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,139,13,Vereador,433,321,112,296,9,8,8,0,2143,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,42,13,Vereador,493,352,141,311,8,14,19,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,42,11,Prefeito,493,352,141,320,9,23,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,43,11,Prefeito,494,350,144,317,15,18,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,43,13,Vereador,494,350,144,314,13,14,9,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,44,11,Prefeito,493,354,139,326,12,16,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,44,13,Vereador,493,354,139,318,15,12,9,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,45,11,Prefeito,375,259,116,228,10,21,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,45,13,Vereador,375,259,116,230,9,11,9,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,126,11,Prefeito,369,269,100,241,9,19,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,126,13,Vereador,369,269,100,236,7,14,12,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,69,13,Vereador,369,272,97,243,12,7,10,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,69,11,Prefeito,369,272,97,246,15,11,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,62,13,Vereador,368,259,109,231,9,10,9,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,62,11,Prefeito,368,259,109,238,12,9,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,46,13,Vereador,374,267,107,240,7,12,8,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,46,11,Prefeito,374,267,107,247,6,14,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,47,11,Prefeito,371,269,102,252,10,7,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,47,13,Vereador,371,269,102,254,7,3,5,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,191,13,Vereador,370,250,120,219,7,13,11,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,191,11,Prefeito,370,250,120,224,9,17,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,48,11,Prefeito,380,280,100,262,9,9,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,48,13,Vereador,380,280,100,258,6,6,10,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,49,13,Vereador,372,267,105,241,7,8,11,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,49,11,Prefeito,372,267,105,250,8,9,0,0,1058,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,112,13,Vereador,321,222,99,196,7,10,9,0,2070,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,112,11,Prefeito,321,222,99,200,10,12,0,0,2070,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,136,13,Vereador,346,225,121,191,9,11,14,0,2070,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,136,11,Prefeito,346,225,121,189,13,23,0,0,2070,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,120,11,Prefeito,341,216,125,189,10,17,0,0,2070,#NE,#NE
21/12/2020,18:19:08,2020,2,Eleição Ordinária,1,426,Eleições Municipais 2020,15/11/2020,M,SP,72095,UBATUBA,72095,UBATUBA,144,120,13,Vereador,341,216,125,186,8,11,11,0,2070,#NE,#NE
